X,Y,Z,α,β,γ,unipolar(mV),bipolar(mV),LAT(ms)
22.7245,19.1137,112.848,-0.653035,-0.10456,-0.750075,7.203,1.074,-31
23.8797,7.17583,113.92,-0.206662,0.949373,-0.236605,5.988,0.189,-50
24.2791,7.41975,102.314,-0.374327,0.838258,0.396487,6.633,0.225,-50
21.2926,14.0113,105.712,-0.372408,0.809914,0.453157,5.184,0.207,-50
22.6455,19.2258,103.883,-0.601539,0.0446367,0.797595,6.144,0.45,-32
28.3528,19.9769,118.45,-0.755096,0.0488737,-0.65379,9.843,2.295,-36
27.6621,18.3307,97.4799,-0.678008,0.220783,0.701113,9.189,1.398,-40
30.0131,26.8314,108.172,-0.965427,-0.258694,0.0320538,11.424,4.167,-39
23.2188,23.1717,108.206,-0.749002,-0.662159,-0.0232657,7.368,1.185,-33
21.3248,14.8513,110.701,-0.416361,0.766289,-0.489331,5.181,0.183,-57
28.7759,16.3345,96.6581,-0.70591,0.231904,0.669262,10.377,1.815,-36
23.3632,17.4286,102.36,-0.649944,0.0423496,0.758801,6.294,0.609,-31
28.6327,18.114,116.86,-0.755469,0.0282284,-0.654576,9.72,2.355,-33
23.1029,17.7951,111.176,-0.629805,-0.10795,-0.769215,6.624,0.942,-28
24.9719,5.7641,111.358,-0.299987,0.937387,-0.176956,6.057,0.219,-46
25.2793,6.57638,100.295,-0.395971,0.825614,0.401956,7.026,0.294,-46
31.2057,14.6552,99.3657,-0.784893,0.300531,0.54187,12.108,4.788,-38
24.9258,15.981,103.968,-0.790026,0.0324259,0.612216,7.167,0.72,-32
31.1916,23.022,110.643,-0.957085,-0.269357,-0.106934,12.756,4.458,-36
29.271,15.5729,117.8,-0.772624,0.0746162,-0.630464,8.352,1.842,-38
23.7698,15.7344,112.115,-0.606666,-0.0339718,-0.79423,6.717,0.618,-29
22.9901,11.0526,109.513,-0.465951,0.799549,-0.37896,5.523,0.225,-58
31.4091,14.7538,100.797,-0.861963,0.109525,0.495,12.309,3.882,-35
30.2506,21.1979,112.44,-0.881573,-0.400285,-0.250202,14.079,4.89,-34
25.7041,1.62031,110.827,-0.421195,0.905188,-0.0568277,5.679,0.135,-57
25.8513,4.34932,99.7601,-0.426521,0.709023,0.561575,7.158,0.288,-48
30.5786,14.8429,101.462,-0.854953,0.0722794,0.513645,9.279,3.84,-38
29.2419,19.8055,113.329,-0.845851,-0.434098,-0.309992,16.32,6.471,-34
23.0468,15.7171,110.529,-0.706284,-0.58993,-0.391337,6.663,1.161,-31
27.5649,11.2306,118.62,-0.705107,0.0241567,-0.708689,6.252,0.228,-56
22.2875,11.6483,112.653,-0.615203,0.0803352,-0.784265,5.373,0.198,-57
21.3285,7.32669,109.177,-0.434398,0.873862,-0.218318,4.827,0.147,-56
25.1114,3.49121,99.6595,-0.464821,0.659295,0.590992,7.161,0.303,-50
23.9964,14.6488,105.105,-0.864915,-0.189578,0.46474,6.339,0.492,-10000
29.0848,20.7973,113.011,-0.825927,-0.473759,-0.30561,14.934,5.445,-32
25.3861,15.1523,104.914,-0.846408,-0.178867,0.501597,6.984,0.45,-10000
29.8095,22.5591,112.377,-0.776917,-0.583735,-0.235911,14.997,6.246,-33
24.18,17.5008,109.983,-0.63331,-0.683154,-0.363621,7.098,1.194,-29
22.5453,8.57989,108.487,-0.38996,0.902101,-0.184785,5.148,0.168,-46
32.5967,16.3815,100.288,-0.735163,0.196545,0.648772,10.791,2.37,-40
30.2728,24.6438,112.075,-0.710903,-0.686973,-0.150615,12.291,2.832,-38
25.224,18.8124,110.253,-0.554411,-0.774117,-0.305567,6.897,1.02,-31
24.7601,13.6234,112.952,-0.538596,0.132624,-0.832061,5.55,0.186,-56
26.475,1.94451,109.864,-0.440501,0.884652,-0.152803,5.688,0.12,-61
23.5094,9.25591,108.747,-0.301701,0.94493,-0.126824,5.271,0.195,-50
24.0723,11.0281,104.384,-0.345548,0.684509,0.641906,5.973,0.18,-50
32.0578,16.607,99.0983,-0.661536,0.248633,0.707497,10.461,1.914,-35
30.2247,25.8135,111.632,-0.698814,-0.705029,-0.120801,11.355,2.73,-33
25.2614,19.8858,109.932,-0.545462,-0.780627,-0.30511,6.696,0.984,-27
23.8556,10.4765,108.728,-0.35966,0.912407,-0.195343,5.094,0.18,-46
27.1146,6.56903,99.1286,-0.437916,0.688004,0.578688,7.326,0.321,-46
24.0572,12.0766,104.024,-0.327005,0.689842,0.645899,5.955,0.162,-46
31.5908,16.0126,98.2625,-0.508868,0.226701,0.830458,10.41,1.941,-40
28.5691,9.65524,119.609,-0.452612,0.416533,-0.788443,5.577,0.195,-62
28.8658,26.4768,108.546,-0.48704,-0.789173,0.374163,10.788,3.042,-32
25.223,12.5735,113.609,-0.370176,0.373671,-0.850494,5.46,0.159,-52
30.3693,14.3224,97.8482,-0.347547,0.299733,0.888466,9.618,1.512,-37
28.4309,25.0093,108.296,-0.521009,-0.676456,0.520534,8.706,2.826,-32
30.0079,13.1365,99.0509,-0.508846,0.297322,0.807883,10.866,2.469,-38
30.1126,22.4481,110.178,-0.740204,-0.522302,0.423436,9.36,2.829,-34
29.4534,12.0999,100.476,-0.601968,0.393196,0.695004,12.189,4.245,-37
23.693,16.6294,111.485,-0.777444,-0.501771,-0.379218,6.954,1.392,-32
21.2456,8.80349,109.717,-0.405446,0.894177,-0.189898,4.665,0.198,-44
24.3428,5.47399,99.5797,-0.439158,0.689273,0.576231,6.906,0.276,-51
28.8702,11.7492,101.581,-0.660519,0.436853,0.610634,10.983,2.817,-34
22.4488,16.176,111.661,-0.805449,-0.400976,-0.436429,7.143,1.422,-29
26.1822,9.40915,118.646,-0.635045,0.331023,-0.697955,5.775,0.216,-51
21.1256,11.9891,113.011,-0.629144,0.313989,-0.711047,5.019,0.156,-52
28.7765,12.6708,102.803,-0.762315,0.44032,0.474336,10.458,2.106,-35
28.2726,19.9034,113.759,-0.922606,-0.350006,-0.162155,14.667,5.697,-34
21.3685,17.1111,111.247,-0.811165,-0.351078,-0.467713,6.105,1.071,-32
26.7634,10.4305,116.184,-0.776259,0.326995,-0.538977,6.288,0.303,-56
25.6776,5.32801,110.505,-0.770148,0.593904,-0.232701,5.589,0.204,-56
20.0322,10.6867,108.935,-0.643934,0.748063,-0.160469,4.62,0.168,-56
19.2684,11.8226,104.38,-0.401905,0.630382,0.664147,4.845,0.207,-10000
28.6323,14.3343,103.942,-0.866334,0.392563,0.308805,8.625,1.098,-30
21.3441,16.3863,106.145,-0.961952,0.12279,0.244071,5.223,0.468,-10000
27.3611,20.9482,113.111,-0.939765,-0.28425,-0.189853,12.825,5.052,-31
20.3779,18.4521,110.478,-0.813338,-0.342145,-0.470551,5.709,0.834,-28
27.2073,13.0337,113.766,-0.891907,0.204031,-0.403576,6.078,0.408,-52
25.3839,7.03839,107.24,-0.813432,0.580057,0.0431551,5.556,0.192,-52
19.3472,12.2163,107.391,-0.697943,0.716133,-0.00533033,4.686,0.195,-52
26.0731,21.3395,112.595,-0.976623,-0.161835,-0.141482,14.232,6.954,-33
18.8855,19.4333,110.213,-0.831379,-0.317002,-0.456419,5.217,1.218,-31
26.3703,13.9502,111.664,-0.957414,0.204508,-0.2038,6.597,0.501,-51
23.784,8.181,105.692,-0.764331,0.601017,0.233616,5.613,0.186,-51
22.0444,21.9062,111.853,-0.987043,-0.11016,-0.116667,6.555,1.407,-28
22.8394,14.0862,108.642,-0.978442,0.191448,0.0774562,4.626,0.147,-56
20.09,8.80183,105.183,-0.740183,0.604079,0.295324,4.104,0.123,-46
14.5405,22.4062,111.169,-0.995552,0.0707167,-0.0622463,2.478,0.462,-8
7.14299,21.0639,109.893,-0.875879,-0.40699,-0.25922,1.029,0.156,-7
15.0345,16.3923,108.191,-0.939152,0.00496321,0.343465,2.805,0.198,-27
6.1296,16.6786,104.137,-0.657766,0.386021,0.646786,1.677,0.078,-10000
13.5794,23.2654,111.379,-0.985414,0.158418,0.0621473,2.445,0.546,-4
6.06679,22.3856,111.141,-0.918196,-0.377186,-0.121025,1.047,0.111,-3
13.4171,19.676,108.882,-0.809209,-0.127777,0.573458,2.688,0.201,-22
5.21638,18.1903,106.376,-0.723103,0.364774,0.586568,1.605,0.069,-10000
5.4585,19.3579,108.166,-0.735659,0.357437,0.575364,1.092,0.072,-10000
17.4074,21.2536,111.487,-0.926252,0.376767,0.0102087,3.432,0.483,-29
21.1871,19.5174,112.098,-0.888416,0.439219,-0.133431,5.193,0.498,-30
23.4384,19.6376,114.837,-0.894738,0.217871,-0.389841,6.015,0.54,-33
15.1126,15.1803,103.063,-0.397958,0.615231,0.680529,3.549,0.168,-27
23.0445,19.4207,117.608,-0.616142,-0.257928,-0.744205,7.281,1.131,-38
15.8304,3.17189,100.109,0.153469,0.558242,0.81536,3.801,0.114,20
27.1328,4.40683,112.256,-0.720121,0.500748,-0.480289,5.784,0.342,-50
17.591,5.98181,104.235,-0.0501782,0.933779,0.354314,3.924,0.159,-44
18.4498,7.93567,102.856,-0.451623,0.722775,0.523098,4.392,0.237,-38
22.8482,17.6625,115.982,-0.654226,-0.364209,-0.662827,6.954,1.023,-31
22.8132,18.7558,116.204,-0.612935,-0.276873,-0.740035,7.551,1.368,-31
24.3007,12.325,115.826,-0.752821,0.0158935,-0.658034,5.262,0.141,-52
18.5749,12.7776,110.29,-0.679658,0.0973012,-0.727047,4.098,0.219,-57
10.808,1.17701,102.874,0.314225,0.904703,0.287706,2.937,0.18,15
21.8569,4.52303,98.4082,-0.547843,0.633251,0.546682,6.162,0.213,-46
27.515,12.9695,100.326,-0.822033,0.349185,0.449813,7.866,0.552,-10000
20.6218,14.6361,103.772,-0.907221,0.0695056,0.414873,5.007,0.348,-28
10.739,2.17009,102.991,0.353863,0.892989,0.278121,3.567,0.087,15
22.8179,20.3882,116.334,-0.495288,-0.229593,-0.83784,7.581,1.392,-30
24.4346,14.0716,115.968,-0.764292,0.0595057,-0.642119,5.259,0.153,-46
18.7778,14.5804,110.382,-0.651465,0.0678204,-0.755641,4.122,0.153,-46
13.7519,10.0999,104.886,0.371835,0.903247,0.214205,3.066,0.063,-46
22.2549,6.14321,98.3717,-0.523854,0.676992,0.516971,6.21,0.213,-46
18.2815,11.6074,102.645,-0.469677,0.689297,0.55161,4.308,0.126,-46
11.2711,3.30108,102.999,0.31015,0.920619,0.237206,3.519,0.084,15
19.8841,15.5342,102.842,-0.861546,0.0416974,0.505965,4.92,0.402,-24
18.0514,17.5941,109.721,-0.539776,-0.408291,-0.736166,4.209,0.447,-22
24.7994,13.6209,114.37,-0.797898,0.0607731,-0.599721,5.022,0.177,-46
18.6171,14.3088,109.356,-0.748174,0.111248,-0.654109,4.212,0.177,-52
21.6329,6.69193,97.3522,-0.535893,0.660213,0.526249,6.186,0.243,-45
27.0467,15.9825,99.8054,-0.882491,0.182671,0.433405,7.854,0.585,-38
19.9458,16.6843,103.315,-0.895368,-0.00679112,0.445276,4.842,0.351,-28
23.4725,20.4957,115.352,-0.725439,-0.224056,-0.650797,6.663,0.855,-33
12.1453,3.77939,100.812,0.206356,0.86841,0.450867,3.63,0.198,16
18.3659,18.2633,104.335,-0.970065,0.0561504,0.236266,4.245,0.423,-28
19.531,9.13222,97.769,-0.490778,0.683536,0.540292,6.468,0.273,-46
15.3038,19.378,105.803,-0.995409,0.0892442,-0.0345743,2.4,0.27,-27
12.5995,19.4546,106.687,-0.988676,0.0372886,-0.145359,1.968,0.243,-25
18.9678,17.9702,111.186,-0.753653,0.551256,-0.357943,4.659,0.615,-31
12.2949,19.8671,108.47,-0.940906,-0.0630893,-0.332738,2.19,0.387,-4
19.4791,17.1264,110.279,-0.98351,0.165954,0.0718892,4.521,2.373,-31
14.5845,7.854,104.569,-0.397857,0.872046,0.285037,3.618,0.093,-45
13.5135,10.2565,98.1495,-0.452261,0.758853,0.468617,4.044,0.258,-16
8.22484,21.2741,107.929,-0.944144,-0.266277,-0.194138,0.999,0.147,-3
7.89747,18.6058,109.366,-0.899511,0.0938684,-0.426695,1.107,0.144,-4
11.0651,19.3965,111.852,-0.999554,0.0276571,-0.0112315,1.383,0.369,-4
8.56798,18.32,112.794,-0.989686,-0.0176238,-0.142166,1.161,0.189,-8
-0.0391532,11.8686,104.306,-0.569853,0.743035,0.350951,0.924,0.249,-34
13.4094,-8.97929,97.9046,-0.36078,0.88833,0.284091,3.894,0.519,2
15.7042,1.24329,100.2,-0.894011,0.327396,0.305868,3.456,0.198,-29
11.9935,-2.65082,103.342,-0.310771,0.929022,-0.200844,2.4,0.147,32
14.3567,-9.80238,97.8548,-0.223179,0.909134,0.351663,4.029,0.537,-3
12.073,-2.559,100.255,-0.348291,0.903659,0.249186,3.135,0.234,10
32.8707,18.8067,112.464,-0.624866,-0.0681582,-0.777751,10.206,2.502,-39
27.1848,13.7685,107.464,-0.705693,0.150975,-0.692246,6.432,0.228,-51
25.819,10.0702,102.058,-0.46917,0.847494,0.248261,5.787,0.261,-50
25.2793,11.8102,99.0891,-0.300828,0.610709,0.732487,6.327,0.291,-51
36.5658,18.0879,113.109,-0.687695,-0.0804435,-0.721529,10.029,0.945,-41
31.2886,16.3851,107.48,-0.635704,-0.346094,-0.69,8.262,0.678,-26
36.4977,12.0174,113.463,-0.771709,0.181116,-0.609641,7.776,0.435,-46
30.8858,13.2647,107.985,-0.633974,0.131331,-0.762121,7.041,0.324,-52
29.4216,9.25089,102.234,-0.379347,0.888873,0.256907,6.825,0.246,-47
28.154,11.2274,99.0001,-0.0725408,0.604828,0.793045,7.398,0.177,-47
36.0369,12.8656,90.6816,-0.23961,0.109446,0.964681,13.263,2.541,-41
32.963,7.92517,101.79,-0.27585,0.917232,0.287388,7.626,0.414,-46
31.0794,10.0478,98.7393,0.156385,0.600329,0.784314,8.088,0.207,-46
36.6659,10.4084,108.817,-0.599251,-0.288143,-0.746909,9.156,1.248,-42
39.4047,5.3251,116.25,-0.521669,0.270718,-0.809057,7.917,0.837,-52
35.5066,7.25495,109.554,-0.453334,0.211983,-0.865766,7.233,0.648,-48
34.212,3.67872,102.638,-0.249943,0.88158,0.400431,7.971,0.777,-43
29.9383,1.76313,93.5113,0.260808,0.523703,0.810996,9.462,0.864,-44
41.6084,11.0482,115.469,-0.646263,-0.239841,-0.724445,8.835,0.66,-23
36.2335,-4.22352,99.0526,-0.377189,0.76593,0.520654,8.52,0.306,-10000
29.7587,0.218272,94.3367,0.274953,0.545792,0.791525,9.021,0.381,-44
34.2395,5.59862,92.4553,0.0215151,0.0881486,0.995875,11.949,2.58,-39
34.0461,6.3075,100.41,-0.0698671,0.0891317,0.993566,9.168,1.113,-30
36.6552,7.91931,109.75,-0.60461,-0.274953,-0.747561,8.784,0.738,-45
39.577,3.17514,117.055,-0.582765,0.269572,-0.766626,7.842,0.48,-58
31.9037,3.64466,100.893,0.267395,0.511156,0.816835,8.037,0.204,-50
34.5691,6.54731,91.9735,-0.058376,0.0818661,0.994932,13.437,1.959,-38
33.8973,7.23815,99.9116,-0.109584,0.0908627,0.989816,9.627,1.587,-31
36.3241,8.8074,109.247,-0.604895,-0.267208,-0.750134,8.799,0.87,-45
39.2901,4.0714,116.486,-0.597755,0.262134,-0.757611,7.716,0.513,-58
35.0918,5.88374,109.984,-0.453594,0.191729,-0.870341,6.966,0.603,-51
31.648,4.52154,100.392,0.248443,0.525627,0.813629,7.878,0.312,-47
35.0854,7.52013,91.6925,-0.157557,0.114957,0.980796,12.273,2.559,-38
33.8753,8.4376,99.5468,-0.144968,0.114413,0.982799,9.402,1.179,-31
36.5589,-2.61956,99.5601,-0.674777,0.660442,0.329381,8.805,0.423,-10000
33.1984,3.5086,102.527,-0.179414,0.889121,0.421039,7.638,0.471,-47
31.4899,5.81862,100.001,0.242399,0.528739,0.813436,7.902,0.207,-47
34.3975,9.77419,99.4893,-0.18389,0.125419,0.974913,10.158,0.864,-34
41.6163,13.9589,114.388,-0.670224,-0.258015,-0.695865,10.155,0.879,-54
36.5076,11.7085,108.672,-0.607366,-0.304758,-0.733641,9.579,0.798,-42
35.2321,8.32377,109.474,-0.442416,0.242495,-0.863403,7.68,0.507,-52
36.9177,-1.17132,100.223,-0.768281,0.590402,0.247326,9.216,0.411,-10000
33.3752,4.7453,102.668,-0.143366,0.915761,0.37527,7.989,0.453,-51
29.9998,2.95525,93.3801,0.22642,0.535538,0.813592,9.93,0.768,-45
40.6392,15.6765,112.506,-0.680836,-0.192007,-0.706821,9.15,0.912,-55
38.7456,8.3538,113.751,-0.592185,0.260189,-0.76264,7.794,1.374,-52
36.1939,0.466153,98.6251,-0.709409,0.622238,0.330997,9.045,0.294,-10000
35.9444,11.9827,89.9388,-0.247672,0.0439289,0.967848,15.135,4.236,-45
35.7214,13.5098,106.91,-0.594598,-0.293447,-0.74856,9.291,1.23,-33
36.672,-2.68593,98.5473,-0.750147,0.528826,0.397018,8.847,0.279,-10000
40.5252,4.12629,117.112,-0.575605,0.195481,-0.794019,7.866,0.414,-57
34.4857,1.6288,103.131,-0.145066,0.8735,0.464708,7.866,0.402,-46
34.7478,7.13314,90.7548,-0.0549661,0.0977621,0.993691,12.618,2.913,-41
36.913,9.25481,108.148,-0.594116,-0.242944,-0.766815,9.261,0.912,-43
35.88,6.64023,108.825,-0.469363,0.1416,-0.871578,7.587,0.423,-50
30.0067,1.01952,92.6913,0.264712,0.508819,0.819165,9.249,0.741,-43
32.1651,5.09736,99.2266,0.274876,0.510646,0.814668,8.217,0.216,-50
34.0199,9.11332,98.2953,-0.0960384,0.0736166,0.992652,9.939,1.587,-39
36.5329,10.5621,107.672,-0.602215,-0.256023,-0.756167,9.216,1.131,-40
39.7708,6.48106,114.971,-0.583989,0.181048,-0.791315,8.229,1.05,-10000
35.5149,7.82051,108.357,-0.480749,0.154051,-0.86322,7.413,0.615,-46
33.6187,3.82771,101.546,-0.174792,0.906695,0.383864,7.953,0.768,-40
29.6268,2.23759,92.2693,0.26785,0.51634,0.813418,9.582,0.876,-43
31.7765,6.34448,98.7893,0.269581,0.510385,0.816599,8.019,0.429,-47
34.2277,10.6307,98.3392,-0.167332,0.0400501,0.985087,9.981,1.38,-34
36.4006,11.9274,107.654,-0.606453,-0.260239,-0.751326,9.384,0.816,-42
35.3735,9.05154,108.324,-0.483235,0.17618,-0.857581,7.665,0.498,-50
29.6047,3.45731,92.3133,0.270597,0.527728,0.805159,9.324,0.696,-43
31.7105,7.64978,98.7926,0.255859,0.520404,0.814687,8.256,0.219,-50
41.3628,14.4626,113.085,-0.683171,-0.202497,-0.701621,10.035,0.903,-52
33.3966,5.75772,101.431,-0.189404,0.927315,0.32282,7.992,0.831,-51
34.8727,10.778,107.641,-0.490641,0.162838,-0.856011,7.479,0.399,-51
36.9751,1.52918,98.3748,-0.81361,0.393954,0.427596,9.177,0.33,-10000
33.0642,6.71511,101.234,-0.200778,0.929723,0.308711,7.986,0.396,-50
29.5614,4.91032,91.6176,0.213918,0.551108,0.806548,10.161,0.804,-44
31.3112,9.24533,98.1088,0.223541,0.532669,0.816268,8.484,0.42,-49
34.2676,12.2803,97.214,-0.253624,0.0301332,0.966833,9.804,1.389,-40
39.4115,9.36431,113.653,-0.60101,0.184955,-0.777547,8.103,0.585,-56
37.081,7.72672,91.0032,-0.242375,0.114139,0.963445,13.722,3.999,-45
35.1516,8.64428,98.7126,-0.239962,0.115251,0.963917,10.113,1.581,-35
42.6687,12.4791,113.219,-0.7236,-0.196113,-0.661773,10.314,0.963,-55
39.0348,-1.02235,100.904,-0.89274,0.172338,0.416312,9.036,0.438,-10000
36.5618,5.89821,92.4918,-0.284363,0.152621,0.946491,14.277,4.911,-43
41.2235,11.1002,114.055,-0.74077,-0.20868,-0.638524,10.11,0.942,-56
34.767,6.21684,96.134,-0.480961,0.193699,0.855077,12.648,3.099,-44
30.3604,7.43794,102.645,-0.622077,0.112053,0.774896,9.345,1.02,-40
26.2253,2.89163,97.8813,-0.564491,0.579572,0.587747,7.029,0.258,-46
23.9213,13.3055,101.438,-0.981133,-0.0126025,0.192925,5.334,0.405,-25
16.0977,12.6046,102.765,-0.976801,-0.162713,0.13923,2.892,0.306,-16
22.5291,5.60763,105.327,-0.937092,0.342484,0.0675433,4.509,0.198,-45
25.8578,3.71274,104.443,-0.877972,0.459363,0.134726,5.568,0.276,-44
15.0316,5.17671,100.585,-0.066719,0.935139,0.347941,3.972,0.174,15
18.8958,18.9675,111.401,0.209889,-0.7474,-0.63035,4.581,0.654,-25
10.5684,5.46608,92.1408,0.763315,0.25728,0.592586,2.793,0.51,-10
30.6611,1.27973,107.661,-0.832526,0.54193,-0.114947,6,0.618,-57
24.9774,5.69623,105.002,-0.604001,0.573115,-0.553825,5.49,0.336,-51
27.2617,5.68633,105.775,-0.545451,0.404699,-0.733964,6.201,0.168,-51
25.4841,11.882,105.711,-0.0596731,-0.677773,-0.732846,6.081,0.108,-10000
27.2138,1.41766,90.2155,-0.184014,0.490004,0.852077,8.259,0.396,-46
25.7127,5.58431,96.869,-0.191366,0.551887,0.811665,6.483,0.15,-10000
23.4534,9.71443,97.6548,-0.458099,0.532656,0.711634,5.664,0.144,-10000
21.4022,8.8014,101.488,-0.479337,0.863811,0.155135,4.824,0.114,-46
22.2246,11.2187,98.5153,-0.599857,0.498579,0.625773,5.589,0.183,-10000
30.3741,12.9185,96.8667,-0.801027,0.242372,0.547367,9.051,1.128,-37
27.9681,17.5713,111.76,-0.799925,-0.0567918,-0.597406,7.962,1.992,-30
22.6752,11.3888,105.657,-0.813797,0.395252,-0.426041,4.95,0.18,-44
26.1406,3.18549,100.152,-0.666837,0.636452,0.38763,5.766,0.159,-50
30.8608,11.7248,97.2918,-0.81101,0.243271,0.532055,9.396,0.879,-37
28.4273,16.3617,112.03,-0.807074,-0.00745024,-0.590404,8.754,2.157,-28
26.2217,1.8649,100.079,-0.691139,0.643766,0.328469,6.093,0.192,-45
21.4674,7.78957,102.16,-0.502385,0.84263,0.193866,4.701,0.141,-46
26.657,6.12054,94.1767,-0.591042,0.507752,0.626784,7.887,0.486,-112
31.2343,10.5143,96.8557,-0.765614,0.258172,0.589221,9.555,1.668,-40
28.5422,14.9804,112.616,-0.78246,-0.0420669,-0.621278,8.181,3.132,-33
30.9079,7.36159,108.977,-0.975577,0.153069,-0.157545,5.64,0.216,-44
21.9847,6.14125,102.376,-0.475336,0.864928,0.161109,4.908,0.135,-51
31.7148,8.92618,96.0117,-0.71894,0.232957,0.654871,10.143,1.611,-39
28.1014,14.0103,113.182,-0.680345,-0.161468,-0.714884,8.445,1.542,-30
32.1465,6.18438,108.55,-0.989043,0.0841398,-0.1213,7.116,0.318,-46
27.8964,-1.77947,100.744,-0.748976,0.615557,0.245202,6.513,0.21,-46
22.9613,4.0849,102.304,-0.492385,0.857825,0.147286,5.334,0.135,-46
25.2186,8.95344,99.8875,-0.858082,-0.116874,0.500036,6.228,0.381,-10000
26.6161,14.4023,112.674,-0.574941,-0.299322,-0.761479,7.05,0.72,-32
22.8259,10.9622,106.717,-0.377388,-0.563885,-0.734583,5.37,0.225,-10000
28.8392,-2.52426,100.681,-0.775956,0.608833,0.164969,6.201,0.168,-51
23.4148,3.09914,101.853,-0.584625,0.800992,0.128941,5.112,0.111,-44
27.5277,2.22824,92.3684,-0.542081,0.371957,0.753522,8.175,0.636,-38
30.6161,9.18214,95.0265,-0.796541,0.170961,0.579909,9.069,0.771,-35
25.714,15.741,110.764,-0.653837,-0.407758,-0.637362,6.984,1.032,-28
28.6822,-1.60264,99.7451,-0.826978,0.52568,0.199418,6.738,0.225,-46
22.7366,3.41797,101.131,-0.664091,0.732831,0.148127,5.169,0.153,-45
30.4296,9.95099,94.2488,-0.843355,0.0780252,0.531662,8.481,0.48,-37
26.1202,17.2906,108.773,-0.714589,-0.510467,-0.478316,6.561,0.531,-29
28.3104,-0.880313,99.158,-0.817453,0.507779,0.271903,6.24,0.168,-45
26.7272,3.43023,91.2601,-0.610704,0.35362,0.708515,8.022,0.888,-36
26.6456,20.5028,107.905,-0.812565,-0.498349,-0.302302,7.839,1.473,-26
21.2545,15.84,104.711,-0.543962,-0.673567,-0.500413,4.929,0.288,-22
29.8536,9.78287,107.658,-0.970614,0.153806,-0.185074,5.886,0.213,-51
27.0973,2.31797,99.6459,-0.777362,0.560435,0.285695,5.943,0.195,-45
21.4458,7.58478,101.18,-0.641221,0.760864,0.0996082,4.692,0.123,-45
26.2763,6.50941,92.3818,-0.638364,0.392846,0.661939,7.632,0.636,-32
21.3278,9.80636,97.7273,-0.598922,0.431497,0.674613,5.073,0.192,-10000
29.7134,10.6193,108.196,-0.95756,0.0602895,-0.281858,6.501,0.264,-50
22.0318,13.4064,99.1853,-0.882641,-0.027338,0.469251,5.478,0.42,-26
21.7193,11.5476,104.998,-0.848216,0.152779,-0.507137,4.824,0.177,-51
26.1365,20.9171,108.874,-0.784924,-0.427734,-0.448262,7.839,1.398,-28
26.4373,4.18854,101.195,-0.834823,0.492793,0.245408,5.877,0.198,-45
20.3488,9.0116,102.379,-0.694356,0.717718,0.0524504,4.389,0.195,-45
28.4555,13.107,96.3786,-0.891928,0.124883,0.43459,8.064,0.621,-38
27.3125,3.40639,102.185,-0.873372,0.457579,0.166857,6.048,0.225,-46
20.8833,7.91133,103.019,-0.739398,0.67192,0.0425845,4.515,0.123,-46
26.0982,4.85068,96.0348,-0.725336,0.526667,0.443294,7.008,0.363,-45
27.6764,18.7929,108.337,-0.854495,-0.498259,-0.146888,8.526,1.536,-30
30.0128,7.33959,108.322,-0.977235,0.204387,-0.0568995,5.859,0.177,-51
27.9596,1.74268,102.988,-0.878396,0.453042,0.152227,5.676,0.159,-50
21.6393,6.35553,103.649,-0.709307,0.704759,0.0140818,4.488,0.129,-51
