X,Y,Z,α,β,γ,unipolar(mV),bipolar(mV),LAT(ms)
26.8149,3.23809,96.4591,-0.694136,0.543324,0.472201,6.762,0.318,-50
29.6032,7.94072,96.5377,-0.756461,0.26066,0.599853,9.27,0.717,-36
23.2211,9.12651,101.072,-0.842951,0.0368586,0.536726,5.988,0.465,-31
28.2159,17.1223,108.534,-0.839278,-0.533151,-0.10659,9.45,1.818,-25
22.29,12.4292,106.521,-0.650878,-0.646166,-0.398531,5.262,0.42,-17
30.5888,5.78743,108.865,-0.988873,0.12701,-0.0774495,6.708,0.279,-46
28.1527,-0.422125,103.472,-0.887935,0.450206,0.0942681,6.213,0.201,-46
21.97,4.332,103.975,-0.667253,0.744128,0.0323503,4.845,0.147,-46
27.3651,1.37036,96.8898,-0.690521,0.53835,0.483074,7.428,0.426,-46
29.5081,6.62976,96.682,-0.728271,0.214996,0.65069,9.687,1.077,-40
21.9726,2.81363,104.361,-0.64567,0.760285,0.0712459,5.133,0.213,-45
27.4712,-0.19969,97.5666,-0.694399,0.552499,0.461036,7.5,0.423,-51
23.3359,7.45227,101.635,-0.831008,0.0340736,0.555216,6.09,0.474,-10000
28.0554,15.6548,109.395,-0.818428,-0.566064,-0.0987238,9.963,2.07,-28
22.3237,10.7985,107.307,-0.624144,-0.655283,-0.425499,5.526,0.486,-28
27.863,-2.58381,103.912,-0.838484,0.533812,0.109497,6.216,0.228,-50
30.4213,4.73399,108.991,-0.988421,0.130464,-0.0774842,6.024,0.198,-52
21.9045,4.71665,100.828,-0.634263,0.57781,0.513659,5.145,0.159,-45
29.2468,8.27098,95.6323,-0.773033,0.192553,0.604436,9.066,0.6,-37
27.4344,17.4306,107.964,-0.798797,-0.583124,-0.147952,9.333,1.788,-26
21.513,5.60787,100.039,-0.630962,0.566741,0.529804,5.121,0.162,-46
28.746,9.62425,95.5374,-0.778848,0.188081,0.598349,8.472,0.648,-35
27.1154,18.5375,107.547,-0.808916,-0.567478,-0.1537,8.445,1.572,-25
29.8242,6.79937,107.491,-0.984873,0.172213,-0.019192,6.069,0.201,-46
22.3637,8.39729,105.861,-0.89196,0.229503,-0.389533,4.917,0.132,-46
21.9374,11.4563,100.4,-0.839241,-0.0313195,0.542857,5.424,0.372,-17
22.0605,9.46659,106.113,-0.898965,0.21561,-0.381279,5.046,0.18,-46
29.1564,8.85923,108.026,-0.973163,0.223203,-0.0559799,6.561,0.255,-51
27.5173,3.58195,103.386,-0.899142,0.419921,0.123328,6.165,0.216,-50
20.4116,8.66905,100.422,-0.648639,0.572151,0.501907,4.746,0.174,-10000
20.4732,15.6379,105.511,-0.647987,-0.676895,-0.349179,4.59,0.333,-24
27.6545,4.74448,103.218,-0.90332,0.40225,0.149024,5.517,0.126,-44
20.9387,8.83206,103.751,-0.782112,0.622958,-0.0149852,4.374,0.111,-44
21.3854,13.3157,100.549,-0.853046,-0.0111942,0.521716,5.088,0.321,-25
19.8833,9.2916,100.522,-0.645032,0.556379,0.52381,4.512,0.123,-44
28.7938,10.2087,108.152,-0.984444,0.130688,-0.117434,6.369,0.246,-50
28.1207,2.92629,104.001,-0.895779,0.427692,0.121075,5.499,0.135,-45
21.4933,7.18954,104.393,-0.766949,0.641322,-0.0222741,4.383,0.12,-45
28.7258,1.26736,104.288,-0.901385,0.417019,0.11662,6.111,0.204,-46
27.9304,15.844,108.322,-0.844606,-0.518722,-0.132547,9.066,1.401,-27
26.5908,19.4774,107.207,-0.864374,-0.477414,-0.157905,8.226,1.326,-31
20.0746,7.89274,100.103,-0.629347,0.567665,0.530734,4.731,0.165,-45
21.1507,12.3297,100.352,-0.851332,-0.0018705,0.524623,4.911,0.303,-10000
25.0896,4.16187,96.1478,-0.684899,0.543421,0.485394,6.762,0.396,-46
22.7376,5.17603,103.673,-0.700971,0.713125,-0.0095876,4.824,0.153,-45
33.2887,4.92215,109.364,-0.956953,0.124374,-0.262243,6.828,0.291,-46
26.1187,6.02027,106.25,-0.841627,0.151001,-0.51852,5.763,0.18,-46
24.6253,2.27898,103.063,-0.590271,0.807195,-0.00411998,5.358,0.144,-46
33.835,3.9254,110.424,-0.929226,0.0796304,-0.360831,7.122,0.288,-46
26.9888,4.77435,106.589,-0.788213,0.133205,-0.600814,6.051,0.198,-46
25.4668,0.819697,103.41,-0.538212,0.838637,-0.0837579,5.772,0.171,-46
29.0895,-2.24872,93.8503,-0.482972,0.59327,0.644026,8.472,0.693,-42
25.2942,2.50532,99.0451,-0.465861,0.595261,0.654705,6.393,0.198,-45
26.8799,5.54654,99.056,-0.733553,0.0364247,0.678656,6.885,0.291,-10000
25.1163,9.52967,105.281,-0.366953,-0.77499,-0.514525,6.654,0.36,-10000
33.2395,3.87832,109.398,-0.933112,0.119602,-0.339112,6.981,0.372,-50
26.4704,5.05693,105.588,-0.767068,0.176209,-0.616893,5.826,0.183,-51
28.475,-2.13401,93.0033,-0.499532,0.61497,0.610147,7.986,0.393,-45
30.2415,-2.78506,101.844,-0.854273,0.471041,0.219859,6.78,0.141,-10000
28.0446,-1.00859,92.7515,-0.475091,0.606739,0.637304,8.415,0.678,-42
24.3838,3.89295,97.9032,-0.440191,0.618723,0.650703,6.312,0.192,-46
24.2112,12.4461,105.094,-0.469899,-0.749649,-0.466071,5.979,0.297,-10000
33.1469,5.70775,107.662,-0.981676,0.171611,-0.0828331,6.957,0.288,-51
25.8233,7.14608,105.46,-0.862013,0.190319,-0.4698,5.772,0.198,-51
27.5983,0.194565,93.5234,-0.49244,0.601158,0.629375,7.755,0.345,-45
23.7587,5.03294,98.6057,-0.467508,0.608477,0.641243,5.742,0.15,-50
25.9288,18.8878,108.343,-0.765136,-0.607624,-0.212979,8.385,1.248,-31
24.6972,2.50263,95.3076,-0.62211,0.5372,0.569557,7.683,0.531,-41
19.9122,6.87122,99.9918,-0.574317,0.555107,0.601677,5.646,0.162,-45
11.6836,14.9619,102.486,-0.472884,-0.628951,0.617091,2.115,0.12,-22
17.6076,20.6149,110.432,-0.764005,-0.60128,-0.234006,3.402,0.588,-8
12.7327,4.0059,104.506,0.138825,0.976728,0.163494,3.027,0.195,21
20.2564,19.186,111.148,0.18131,-0.93143,-0.31554,6.174,0.726,-26
34.3631,4.39942,95.3419,-0.730484,0.201617,0.65249,9.741,0.636,-46
36.3176,2.98964,95.8665,-0.702558,0.235757,0.671439,9.315,1.275,-44
33.0277,1.0568,119.129,-0.549064,0.0768985,-0.832235,6.387,0.171,-57
24.6408,-0.972053,108.984,0.637936,0.622859,-0.452863,5.214,0.126,22
36.1371,-3.79957,97.5868,-0.570259,0.388034,0.72404,9.672,0.492,-53
31.587,-1.11674,103.571,-0.56789,0.283075,0.772897,7.23,0.279,-47
31.528,-1.06642,120.984,-0.360937,0.0954194,-0.927696,5.352,0.153,-59
30.102,-2.92956,104.442,-0.541748,0.337186,0.769945,7.494,0.432,-46
24.7823,-12.0052,101.028,0.0598774,0.939301,0.33783,6.39,0.261,-22
25.7933,-5.34853,104.953,0.193987,0.736207,0.648358,5.823,0.141,-10000
19.6506,-4.29733,111.271,0.593952,0.513513,-0.619294,4.209,0.111,21
21.4777,-5.81391,105.125,0.276281,0.841447,0.464366,4.947,0.132,-10000
23.2205,-1.60408,120.066,-0.281913,0.153639,-0.947059,4.416,0.078,-58
16.541,-3.38892,110.692,0.465469,0.55526,-0.68922,3.18,0.162,25
15.271,-2.0637,110.384,0.4598,0.601903,-0.652914,3.363,0.108,27
13.4744,-9.82716,105.283,0.00666568,0.900808,-0.434166,3.558,0.171,-15
22.0608,0.988245,119.819,-0.335504,0.0782961,-0.938779,4.437,0.081,-10000
19.6457,1.72037,112.235,-0.268416,0.104773,-0.957588,4.443,0.111,-51
13.9776,-5.10502,115.821,-0.21086,0.416419,-0.884383,2.616,0.165,29
14.609,-9.09982,104.497,-0.130836,0.936699,-0.324771,3.744,0.231,-16
15.7794,-2.20465,104.588,0.422616,0.841522,0.336507,3.84,0.138,16
24.1071,-4.8716,97.0343,-0.434627,0.59687,0.674422,6.567,0.126,-10000
22.2417,2.36925,119.387,-0.356665,0.0562856,-0.932535,4.494,0.087,-10000
33.6762,0.74863,105.997,-0.991721,0.120204,-0.0451687,6.567,0.369,-57
25.7648,1.82286,105.525,-0.986254,0.14837,-0.0727325,5.4,0.327,-44
30.7634,-5.50541,86.8614,0.106584,0.330683,0.937704,11.166,1.065,-42
31.5959,-6.86333,87.0847,0.237197,0.414294,0.878691,12.324,1.602,-41
45.9524,-1.47808,93.3055,-0.883472,0.116698,0.453717,15.441,5.01,-58
38.8267,-0.993384,96.8711,-0.898884,0.00457644,0.438163,11.103,0.999,-54
51.3876,-5.39431,94.7129,-0.777062,0.230236,0.585804,13.617,2.19,-66
45.2544,-9.58681,91.9344,-0.0899779,0.469633,0.878265,15.147,3.255,-57
54.3231,-7.14111,96.0373,-0.77125,0.366433,0.520481,17.862,3.63,-62
46.712,-1.41905,108.599,-0.400373,-0.314862,-0.86056,12.675,2.289,-63
46.985,-5.06693,116.925,-0.327492,0.129046,-0.936,9.21,0.246,-10000
44.9896,-4.10822,109.274,-0.171978,0.1109,-0.978839,9.705,0.543,-10000
44.1562,-9.43418,92.2136,-0.00576534,0.504184,0.863577,17.943,5.124,-55
48.1906,-3.85207,100.507,-0.6943,0.333479,0.637761,16.194,2.748,-59
43.9041,-13.3461,103.439,-0.814945,0.512467,0.270632,12.423,0.558,-10000
53.8866,-6.45251,95.4478,-0.739764,0.376997,0.557335,18.372,3.813,-61
47.6439,-4.35171,116.612,-0.373983,0.135326,-0.917509,9.177,0.237,-10000
42.2658,-7.56259,103.864,0.305819,0.95083,-0.0489633,10.458,0.195,-10000
44.2053,-4.63276,98.5352,-0.00125639,0.521402,0.85331,12.582,0.507,-10000
47.0148,-0.147506,107.941,-0.473029,-0.320783,-0.820574,13.407,1.206,-63
45.1987,-2.90859,108.788,-0.224167,0.119504,-0.967196,9.756,0.525,-10000
44.4842,-8.00154,91.363,-0.0316897,0.506404,0.861714,16.884,4.212,-57
53.9269,-5.3209,94.8493,-0.742429,0.370476,0.558164,18.48,3.582,-63
48.212,-2.5347,99.6758,-0.687101,0.326467,0.649086,14.865,2.4,-62
47.6031,-3.24733,116.128,-0.361212,0.128057,-0.923649,9.087,0.282,-10000
42.2029,-6.50441,103.38,0.328539,0.94216,-0.0663072,10.419,0.237,-10000
55.1349,-6.02192,95.2199,-0.781926,0.373674,0.498959,18.723,3.339,-60
48.079,-0.257067,107.812,-0.462784,-0.329308,-0.823036,13.494,3.612,-61
46.8251,-10.3063,91.1648,0.138824,0.47323,0.869932,17.565,13.68,-52
54.385,0.841072,114.207,-0.463444,-0.339646,-0.81845,13.311,3.213,-69
57.0242,-3.68216,112.823,-0.362025,-0.351504,-0.863356,10.032,2.865,-44
54.2274,-6.53018,105.891,-0.337194,-0.360523,-0.869668,13.047,9.186,-41
62.3243,-7.35848,100.027,-0.539587,0.094834,-0.836572,11.493,3.426,-49
56.6596,-7.51512,98.1254,-0.947447,-0.128521,0.292961,21.741,5.028,-66
56.3577,-3.89035,111.835,-0.331519,-0.34465,-0.878243,11.733,2.436,-77
53.6958,-6.6361,104.809,-0.333958,-0.341787,-0.878438,15.309,10.614,-72
55.5355,-8.68255,112.887,-0.356124,-0.00358128,-0.934432,13.125,0.615,-75
52.908,-8.78027,105.336,-0.300856,-0.0208512,-0.953442,13.953,1.533,-69
50.034,-20.3599,93.9709,-0.0518786,0.838022,0.543165,18.93,3.117,-59
50.3819,-13.4541,97.8551,0.138793,0.892056,0.430085,14.844,0.585,-45
50.7993,-19.6708,94.5103,-0.132995,0.887036,0.44213,18.852,2.802,-55
56.4698,-6.66145,97.5299,-0.93566,-0.0676094,0.346365,20.073,3.756,-67
53.5826,-5.58669,104.509,-0.332933,-0.322059,-0.886247,14.421,10.65,-73
52.7901,-7.76093,105.017,-0.295674,0.00162227,-0.955288,13.035,1.686,-70
50.6357,-12.3406,97.4643,0.0693837,0.895077,0.44048,14.184,0.381,-45
56.7853,-2.94596,111.678,-0.336648,-0.335096,-0.879988,11.772,2.571,-77
56.0354,-7.68844,112.673,-0.373704,-0.00205139,-0.927546,12.861,0.537,-10000
24.9181,-9.91333,118.433,-0.57697,0.761072,0.296439,4.527,0.204,-24
26.3349,-6.4125,123.146,-0.820407,0.160301,-0.54885,4.995,0.141,-63
21.1126,-4.45747,125.712,0.10262,-0.213437,-0.971552,4.044,0.201,-58
25.4947,-6.16805,125.194,-0.767755,0.261366,-0.585012,5.208,0.102,-58
13.0178,-14.2168,123.817,0.370955,0.620194,-0.691196,3.006,0.174,15
19.3908,0.343766,134.294,0.821357,-0.232184,-0.521021,3.099,0.087,15
45.2623,3.64857,148.682,-0.641198,-0.0328102,-0.766674,5.964,0.105,-69
39.674,2.99806,143.069,-0.758032,-0.129989,-0.639132,5.973,0.096,-69
35.5721,13.6501,146.25,-0.128252,-0.976409,-0.173712,6.711,0.738,-22
23.3929,7.0221,144.353,0.837277,-0.401023,-0.371682,4.47,0.471,-27
31.8131,0.672132,143.6,0.615072,0.177608,-0.768207,5.499,0.084,-17
39.8283,11.7318,145.014,0.0924856,-0.518763,-0.8499,7.173,0.651,-22
27.575,5.05903,143.532,0.855491,-0.201607,-0.47696,4.854,0.516,-27
35.7121,-0.607247,140.76,0.557161,0.305781,-0.772056,5.628,0.078,-15
59.1814,-30.7835,111.878,-0.345238,0.938504,0.00447228,12,3.297,-60
56.4069,-23.2811,111.98,-0.348385,0.937115,0.0210617,10.782,0.48,-60
59.3978,-20.7338,111.377,-0.832645,0.541116,0.117879,10.809,0.438,-69
59.7428,-15.851,113.751,-0.908786,-0.352511,-0.223257,9.675,0.483,-75
60.1242,-18.8418,124.723,-0.462232,0.238553,-0.854069,7.332,0.096,-10000
55.5715,-28.8537,120.306,-0.262389,0.793782,-0.548691,7.554,0.147,-10000
54.4186,-22.4781,115.745,-0.0268346,0.803859,-0.594215,8.88,0.258,-10000
59.2164,-29.1238,111.929,-0.350446,0.935022,-0.0540537,12.156,2.43,-59
56.5086,-21.6082,111.847,-0.326733,0.944525,0.0334456,11.094,0.459,-62
65.805,-23.9803,111.121,-0.714344,0.698396,-0.0442333,10.833,0.765,-65
67.4127,-12.2898,115.763,-0.973577,-0.127775,-0.189264,9.225,0.489,-84
59.9467,-14.1932,113.934,-0.897702,-0.34895,-0.269006,9.84,0.591,-80
60.4255,-17.008,124.701,-0.474856,0.211001,-0.854395,7.374,0.102,-10000
56.9278,-16.1685,117.636,-0.401575,-0.000388483,-0.915826,8.475,0.24,-80
55.9262,-26.9692,120.555,-0.241239,0.780961,-0.576111,7.392,0.162,-10000
54.7737,-20.7051,115.801,-0.0475115,0.787542,-0.614427,8.91,0.258,-10000
58.3349,-26.746,112.085,-0.291689,0.952155,-0.0912081,11.094,1.497,-57
64.9219,-21.9326,111.304,-0.698518,0.711993,-0.0716809,10.395,0.399,-65
66.8637,-10.3852,116.062,-0.968499,-0.121858,-0.217163,8.778,0.924,-86
59.6605,-14.5753,124.624,-0.468408,0.185872,-0.86374,7.068,0.114,-10000
56.258,-13.7883,117.488,-0.383727,0.0113696,-0.923377,8.235,0.273,-81
55.1257,-24.2085,120.834,-0.177597,0.790926,-0.585573,7.173,0.123,-10000
54.2052,-18.0556,115.853,-0.0528259,0.748786,-0.660703,8.469,0.273,-10000
59.4541,-13.4569,124.369,-0.470026,0.150142,-0.869789,7.38,0.108,-10000
58.3127,-25.3649,111.589,-0.293695,0.954832,-0.0451544,11.505,1.587,-58
55.8016,-17.7768,111.349,-0.334148,0.942402,-0.0149815,10.881,0.381,-63
64.7484,-20.5733,111.17,-0.696555,0.693923,-0.182434,10.569,0.501,-66
58.7557,-15.4714,110.732,-0.806821,0.586398,0.0719538,11.139,0.576,-81
66.6028,-9.02767,116.04,-0.864724,-0.194934,-0.462875,8.799,0.57,-86
54.9759,-22.747,120.388,-0.165392,0.809236,-0.563722,7.179,0.123,-10000
54.1156,-16.594,115.418,-0.0500537,0.731153,-0.680375,8.529,0.243,-10000
66.7007,-8.09965,114.948,-0.87842,-0.295701,-0.375419,8.934,0.618,-85
66.9397,-6.78823,112.627,-0.906158,-0.409447,-0.10598,11.07,1.281,-80
60.169,-11.3683,123.063,-0.481406,0.0392258,-0.87562,7.464,0.153,-10000
56.5308,-11.3261,115.951,-0.428462,-0.0286622,-0.903105,8.694,0.306,-10000
55.264,-21.5687,119.783,-0.154497,0.798958,-0.581202,7.404,0.162,-10000
54.3275,-15.5444,114.661,-0.0799582,0.708893,-0.700769,8.799,0.288,-10000
57.9632,-24.2605,111.638,-0.270769,0.925738,-0.263994,12.315,2.058,-58
55.7279,-16.7509,110.29,-0.288883,0.954521,-0.0737361,11.121,0.354,-10000
64.5678,-19.622,111.45,-0.640356,0.684526,-0.34838,10.086,0.663,-63
67.0231,-6.35795,111.604,-0.891283,-0.452074,-0.0352677,12.003,2.304,-78
59.7175,-9.48884,111.015,-0.93678,-0.331436,-0.112219,10.809,1.623,-75
58.2757,-23.4067,112.215,-0.286193,0.937874,-0.196179,12.357,1.905,-60
64.8976,-18.3436,112.289,-0.675321,0.654354,-0.340238,10.56,0.594,-66
59.5013,-9.60164,124.062,-0.406788,-0.0369254,-0.912776,7.557,0.162,-10000
54.7071,-14.3328,115.522,-0.138971,0.656173,-0.741703,8.979,0.279,-10000
45.4585,-2.00592,152.895,-0.198286,0.264376,-0.943816,6.141,0.036,-10000
48.5636,13.5677,139.236,-0.623272,-0.671943,0.400031,6.348,1.2,-3
32.2168,8.97481,148.057,0.634544,-0.469378,-0.614035,6.612,0.654,-23
33.816,1.11293,151.593,0.533263,0.0234825,-0.845623,6.747,0.123,-10000
38.3377,1.51142,145.021,0.597581,0.0761649,-0.798183,6.213,0.096,-33
44.5073,-2.8094,153.329,-0.191284,0.22644,-0.955058,5.796,0.045,-10000
37.5679,0.549134,145.275,0.596899,0.0439881,-0.801109,5.94,0.111,-38
43.81,-2.33975,152.585,-0.189533,0.23084,-0.954353,6.153,0.06,-10000
42.026,-0.167257,145.113,-0.256694,0.312543,-0.914563,6.219,0.066,-38
48.2746,5.11909,149.632,-0.131844,-0.183942,-0.974055,5.658,0.396,-11
44.7767,3.40923,143.458,-0.753691,-0.251852,-0.607059,6.258,0.168,-13
47.8022,12.6045,138.788,-0.696232,-0.609406,0.379321,6.405,1.002,4
42.9248,6.83112,140.396,-0.534162,-0.844929,0.027672,6.861,0.369,-75
36.2769,4.60883,143.067,0.689166,-0.494952,-0.529219,6.897,0.438,-46
32.3652,0.682725,150.993,0.521948,0.00172764,-0.852976,6.78,0.207,-38
36.9014,0.993775,144.44,0.612915,0.0760612,-0.78648,6.171,0.141,-38
43.8711,-0.334201,151.914,-0.202555,0.246403,-0.947764,5.922,0.045,-10000
41.9867,1.90415,144.483,-0.268712,0.313403,-0.910809,6.054,0.063,-38
48.0579,7.32378,148.961,-0.122504,-0.15284,-0.980629,5.64,0.339,-7
44.6185,5.62879,142.79,-0.748584,-0.278802,-0.601574,6.237,0.171,-9
47.5028,14.5761,138.354,-0.695432,-0.577182,0.428059,6.231,0.993,4
36.0685,6.40324,142.489,0.704423,-0.450037,-0.548866,6.627,0.309,-47
32.1596,2.29121,150.226,0.517693,0.0272361,-0.855133,6.69,0.186,-37
36.734,2.84846,143.729,0.627094,0.112175,-0.770824,6.069,0.099,-38
43.9153,1.63699,151.679,-0.215257,0.256881,-0.942166,6.015,0.045,-10000
47.8885,9.52776,148.837,-0.16217,-0.158426,-0.973962,5.667,0.447,-8
44.3617,7.70922,142.629,-0.73028,-0.303398,-0.612079,6.306,0.18,-10
47.5628,16.4506,138.961,-0.821318,-0.524938,0.223331,6.372,0.978,5
30.4555,11.6083,147.033,0.619558,-0.422921,-0.661276,6.636,0.486,-17
35.8198,8.2037,142.227,0.722829,-0.429096,-0.541659,6.849,0.459,-46
32.0056,3.90054,149.98,0.523698,0.0626925,-0.849594,6.762,0.228,-34
41.8991,4.57357,144.051,-0.303344,0.320737,-0.89728,6.054,0.069,-10000
45.2106,3.8802,151.228,-0.246211,0.264887,-0.932317,6.018,0.051,-10000
42.9321,6.20638,143.935,-0.323656,0.31689,-0.891531,6.159,0.066,-10000
49.2266,13.232,148.164,-0.350683,-0.346475,-0.870044,5.628,0.516,-8
45.029,10.3856,142.32,-0.70554,-0.37076,-0.603946,6.324,0.195,-9
48.6756,18.8015,139.742,-0.824575,-0.565499,0.0169475,6.324,0.987,6
43.3231,13.1785,139.565,-0.524479,-0.849235,-0.0610052,6.942,0.429,-74
31.6089,13.2825,147.569,0.580832,-0.363839,-0.728186,6.654,0.495,-21
36.7286,10.3087,142.249,0.700595,-0.380527,-0.603628,6.888,0.507,-44
33.1309,5.59175,149.862,0.515455,0.116193,-0.849002,6.81,0.225,-33
37.5713,6.78353,143.34,0.595322,0.181912,-0.782624,6.123,0.144,-10000
46.6151,3.97461,150.426,-0.267646,0.316728,-0.909972,5.859,0.054,-10000
50.7591,13.5205,147.413,-0.4187,-0.262029,-0.869501,5.604,0.516,-4
50.0763,19.4336,139.981,-0.716891,-0.686859,-0.119548,6.327,0.957,7
44.7692,13.5422,139.178,-0.611175,-0.787298,-0.0814101,7.014,0.423,-68
32.6465,13.7351,147.24,0.553679,-0.342942,-0.758835,6.738,0.468,-20
37.6847,10.9089,141.799,0.708192,-0.364976,-0.604365,6.885,0.495,-40
34.369,5.88574,149.502,0.492288,0.141848,-0.858796,6.786,0.252,-30
53.1495,18.3078,139.323,-0.54149,-0.797367,-0.266448,5.976,1.02,3
73.6158,-6.08163,121.169,-0.93414,0.34895,-0.0749413,8.301,0.423,-62
63.2497,0.478162,126.081,-0.4513,-0.804744,-0.385637,7.257,0.165,-81
69.4118,-17.319,120.674,-0.462,0.865315,0.194383,7.203,0.084,-10000
65.6936,-10.4261,122.303,-0.467557,0.857941,0.212901,7.617,0.111,-10000
75.6631,-7.65787,120.086,-0.92459,0.380622,0.0161029,8.508,0.498,-61
68.2683,-5.81802,121.485,-0.938415,0.0842306,0.335085,7.932,0.201,-86
68.8808,5.25523,129.031,-0.476947,-0.730923,-0.488133,7.164,0.846,-33
77.1751,-8.90218,121.562,-0.919901,0.388572,-0.0528639,8.88,0.45,-61
69.7848,-6.96303,122.604,-0.943964,0.101985,0.313895,8.301,0.177,-88
78.3518,-7.6914,125.101,-0.95384,0.300117,-0.0109458,8.007,0.519,-58
66.7306,-1.22331,130.076,-0.208288,-0.901342,-0.379735,6.879,0.129,-10000
74.4118,-16.7656,129.742,-0.60535,0.791989,0.079403,6.27,0.078,-10000
69.524,-10.4619,130.348,-0.616605,0.78396,0.072143,6.915,0.054,-10000
67.2956,7.18505,133.915,-0.00448891,-0.955827,-0.293896,7.338,0.729,-32
66.871,-0.524862,131.912,-0.101712,-0.973009,-0.207144,7.029,0.129,-10000
63.9607,-3.43152,135.272,0.359442,-0.459159,-0.812388,6.243,0.093,-10000
66.4005,-11.9607,142.575,-0.261392,0.283511,-0.922657,5.652,0.057,-10000
65.5446,-8.90712,135.428,0.045238,0.4835,-0.874175,6.333,0.072,-10000
78.7226,-8.84556,127.719,-0.920175,0.225085,0.320335,8.706,1.608,-112
66.9802,5.04349,133.048,-0.132852,-0.895394,0.424994,7.338,0.858,-31
73.0191,-17.3973,137.582,-0.737148,0.660221,-0.143949,6.087,0.027,-10000
67.2608,-11.9785,136.388,-0.702582,0.694622,-0.154527,6.483,0.111,-10000
74.793,-11.1235,128.92,-0.803485,0.308053,0.509426,8.316,0.579,-58
68.2557,-8.95645,132.974,-0.831254,0.233864,0.504306,7.11,0.168,-10000
66.779,2.60202,130.001,-0.450352,-0.383697,0.806201,8.052,1.641,-30
56.2211,-0.991649,144.762,0.529607,-0.459708,-0.712871,5.769,0.087,-10000
59.7588,-11.4598,147.853,0.0725295,0.118632,-0.990286,5.646,0.063,-10000
61.3902,-9.84742,140.336,0.336436,0.285803,-0.897289,6.126,0.045,-10000
73.5981,-13.3659,138.442,-0.776103,0.586888,-0.230708,5.94,0.027,-10000
67.4547,-8.55387,136.691,-0.75984,0.616198,-0.207226,6.36,0.057,-10000
75.6343,-7.2687,130.387,-0.887786,0.258436,0.38085,8.094,0.456,-62
68.4818,-5.57264,133.513,-0.900988,0.165758,0.400931,6.954,0.156,-10000
67.5394,4.74275,129.455,-0.409374,-0.246056,0.878561,7.983,1.539,-33
57.138,2.48011,145.161,0.442085,-0.507652,-0.739494,5.679,0.072,-10000
61.468,-7.36204,148.491,-0.0537612,0.027541,-0.998174,5.514,0.036,-10000
62.0103,-6.43392,140.687,0.189325,0.204982,-0.96028,5.976,0.048,-10000
73.1267,-10.8262,139.378,-0.760411,0.557009,-0.33394,6.033,0.03,-10000
66.9817,-6.26891,137.084,-0.776451,0.58277,-0.239797,6.387,0.054,-10000
68.1983,-3.17628,134.46,-0.961699,0.109442,0.25131,6.681,0.159,-10000
67.9859,6.15223,129.505,-0.392812,-0.18204,0.901421,8.013,1.488,-29
57.1484,4.75759,145.578,0.375086,-0.532324,-0.758908,5.739,0.072,-10000
61.0773,-5.30549,148.855,0.0352226,0.0779906,-0.996332,5.643,0.03,-10000
61.7442,-4.23871,140.984,0.131604,0.188888,-0.97314,6.057,0.045,-10000
72.7638,-9.58447,139.514,-0.729766,0.575468,-0.36916,5.943,0.027,-10000
66.8076,-4.91588,136.967,-0.759969,0.592224,-0.267803,6.282,0.051,-10000
75.9743,-2.88137,133.344,-0.981019,0.174804,0.083938,7.998,0.642,-50
68.1555,-1.76128,134.46,-0.975069,0.105445,0.195251,6.684,0.138,-10000
68.434,7.29742,129.409,-0.391567,-0.176418,0.903079,8.031,1.449,-33
61.0258,-4.05078,148.583,0.0393573,0.0973367,-0.994473,5.496,0.03,-10000
61.6804,-2.87901,140.72,0.124391,0.195776,-0.972727,5.931,0.051,-10000
60.4167,2.75261,139.264,0.341448,-0.614556,-0.71115,5.997,0.09,-10000
61.21,-3.04343,148.484,-0.0270491,0.0501349,-0.998376,5.628,0.033,-10000
73.0038,-8.13761,139.396,-0.789578,0.542955,-0.285949,5.913,0.03,-10000
66.844,-3.60332,137.069,-0.75063,0.590795,-0.295829,6.264,0.045,-10000
76.0647,-1.48528,133.131,-0.978642,0.170888,0.114272,7.839,0.609,-51
69.0683,8.44894,129.273,-0.44291,-0.197551,0.874531,7.965,1.419,-33
57.9238,8.08569,145.086,0.324932,-0.577924,-0.748614,5.712,0.069,-10000
61.6456,-1.56384,140.632,0.144915,0.193683,-0.970302,5.94,0.051,-10000
60.4185,3.87234,139.381,0.343593,-0.630712,-0.695806,5.976,0.09,-10000
61.1469,-1.80682,148.723,-0.0359363,0.0528462,-0.997956,5.628,0.033,-10000
72.6188,-7.04311,140.255,-0.719091,0.561579,-0.409313,5.934,0.027,-10000
66.7088,-2.50257,137.393,-0.759141,0.574123,-0.306737,6.267,0.054,-10000
75.9025,-0.542518,133.708,-0.973317,0.197233,0.117273,7.788,0.603,-50
68.0845,0.619329,134.828,-0.982205,0.0934141,0.162935,6.651,0.147,-10000
61.488,-0.459862,140.936,0.141356,0.176122,-0.974166,5.955,0.048,-10000
69.2739,9.10094,130.033,-0.438973,-0.124564,0.889824,7.935,1.425,-32
73.3061,-8.32901,141.042,-0.761449,0.531658,-0.370857,5.928,0.024,-10000
67.2333,-3.94882,138.235,-0.75693,0.563507,-0.330934,6.264,0.048,-10000
76.4793,-1.80646,134.431,-0.979451,0.170681,0.107446,7.839,0.594,-51
68.6339,-0.808015,135.527,-0.982838,0.0790766,0.166663,6.681,0.141,-10000
69.2761,7.64374,130.256,-0.403778,-0.116132,0.907456,7.995,1.386,-33
58.1094,7.52662,146.038,0.325107,-0.576761,-0.749435,5.718,0.06,-10000
