X,Y,Z,α,β,γ,unipolar(mV),bipolar(mV),LAT(ms)
73.2268,-37.2093,127.288,-0.515991,0.830017,0.211721,6.543,0.123,-10000
75.4016,-34.5382,129.243,-0.892065,0.436982,-0.115183,5.448,0.135,-10000
75.5061,-29.1306,140.679,-0.354177,-0.145674,-0.923763,4.587,0.054,-10000
72.4413,-30.8367,133.527,-0.412781,-0.281223,-0.866329,5.154,0.138,-10000
67.7921,-33.3465,133.687,0.397471,0.124525,-0.909126,5.742,0.078,-10000
76.0964,-45.1774,126.033,-0.408916,0.903181,0.13058,6.129,0.258,-58
72.3515,-38.2795,127.386,-0.52824,0.823242,0.207932,6.429,0.117,-10000
66.5081,-38.49,129.854,0.50279,0.831662,-0.23567,6.546,0.111,-59
78.6195,-39.0398,131.649,-0.300645,0.845394,-0.441499,3.885,0.84,-5
65.6455,-37.2669,129.332,0.543333,0.808365,-0.226571,6.09,0.12,-63
74.1683,-33.2866,128.852,-0.896013,0.401539,-0.189542,4.5,0.198,-9
73.9813,-28.0651,139.979,-0.360056,-0.102428,-0.927291,4.842,0.168,-51
65.8719,-36.1127,128.855,0.564414,0.796099,-0.218317,5.862,0.129,-63
67.3145,-37.6014,131.362,0.550309,0.812513,-0.192309,6.246,0.087,-62
79.0718,-43.4088,142.252,0.0307794,0.672982,-0.739019,5.697,0.168,-45
75.7454,-32.6902,148.286,-0.28528,-0.115519,-0.951457,5.148,0.513,-11
65.7251,-37.919,147.616,0.392247,0.182067,-0.901662,5.358,0.06,-63
77.6133,-44.7473,145.173,0.0561364,0.718716,-0.693034,5.499,0.408,50
74.4714,-34.2036,150.312,-0.208809,-0.0575241,-0.976263,4.944,0.258,-28
68.5728,-41.8273,138.361,0.510693,0.829232,-0.227083,5.319,0.06,-10000
64.312,-39.6277,150.138,0.520744,0.149389,-0.840541,5.01,0.051,-10000
73.986,-43.3875,138.788,-0.281146,0.957768,0.0603082,5.694,0.027,-10000
75.3082,-41.0693,142.543,-0.485165,0.624585,-0.611971,5.625,0.033,-10000
74.6758,-36.8163,152.443,-0.165638,0.0770887,-0.983169,5.817,0.534,-34
73.1858,-37.0248,144.646,-0.207493,-0.129099,-0.96968,5.475,0.054,-10000
68.8073,-38.6898,143.684,0.546106,0.119259,-0.829184,5.607,0.033,-10000
69.279,-42.8623,140.038,0.500283,0.844326,-0.191914,5.844,0.051,-10000
75.4225,-39.6695,142.696,-0.529149,0.54044,-0.65416,5.154,0.042,-10000
74.506,-35.2792,152.343,-0.16924,0.0433064,-0.984623,5.415,0.375,-31
73.0403,-35.8114,144.563,-0.197879,-0.176366,-0.96423,4.998,0.045,-10000
64.6224,-38.5788,150.433,0.495005,0.167641,-0.852565,4.914,0.057,-10000
68.7505,-37.5517,143.671,0.537349,0.0892394,-0.838625,5.106,0.042,-10000
65.3759,-48.166,142.829,0.399351,0.777791,-0.485345,5.502,0.039,-10000
69.0651,-41.7837,140.057,0.526195,0.823781,-0.210961,5.424,0.051,-10000
73.7355,-41.2814,138.505,-0.305232,0.950856,0.0520129,5.124,0.036,-10000
75.9798,-37.5481,142.301,-0.701201,0.334956,-0.629382,5.034,0.054,-10000
72.9747,-34.421,144.183,-0.241644,-0.237223,-0.940922,4.869,0.051,-10000
64.5458,-37.3976,150.296,0.478485,0.180607,-0.859322,4.794,0.051,-10000
68.5474,-36.3824,143.464,0.522457,0.0733651,-0.849504,5.013,0.036,-10000
64.813,-46.9197,142.561,0.454828,0.745984,-0.486456,5.331,0.033,-10000
68.7591,-40.6831,139.795,0.535155,0.818719,-0.208108,5.28,0.051,-10000
81.0839,-38.8787,147.788,-0.392617,0.41009,-0.823212,6.045,0.384,-34
74.711,-33.5763,152.154,-0.22557,-0.0400676,-0.973403,5.358,0.297,-23
77.0651,-47.0802,136.413,-0.226655,0.972779,0.0482536,5.583,0.195,-88
81.7082,-38.7951,145.849,-0.268461,0.433867,-0.860051,6.096,0.303,-41
74.3278,-32.5679,142.872,-0.288811,-0.240515,-0.926683,5.274,0.183,88
71.4659,-33.3335,140.501,0.358085,0.0904473,-0.929298,4.833,0.057,-10000
71.4941,-37.8333,136.679,0.40445,0.876878,-0.259817,5.094,0.306,-10000
75.0604,-41.8905,136.096,-0.344839,0.930188,0.125845,5.448,0.024,-10000
82.3281,-42.7325,143.239,-0.350626,0.573664,-0.740251,5.322,0.168,-44
77.6952,-38.7595,138.888,-0.821356,0.436196,-0.367569,5.241,0.054,-10000
67.7138,-38.8818,149.236,0.320114,0.22495,-0.920285,5.268,0.021,-10000
70.4701,-37.4499,141.879,0.369258,0.133194,-0.919732,5.427,0.039,-10000
68.3303,-48.793,141.061,0.291739,0.838167,-0.460831,5.826,0.108,-10000
80.7229,-45.624,145.567,-0.451544,0.459219,-0.765001,5.031,0.228,-40
68.8599,-39.8254,143.749,0.428369,0.14441,-0.89199,5.073,0.093,-10000
64.9058,-18.0818,158.401,-0.425128,-0.101248,-0.899452,4.5,0.969,-3
56.3009,-9.52662,155.588,0.0412361,-0.731334,-0.680772,4.887,0.048,-10000
56.722,-15.7243,150.59,0.0641143,-0.819349,-0.569699,5.022,0.036,-10000
44.8204,-16.9479,151.836,0.886286,-0.19819,-0.41859,5.631,0.066,-10000
52.0053,-18.8976,149,0.91179,-0.289678,-0.291077,5.409,0.036,-10000
47.543,-29.9257,148.698,0.717395,0.679939,-0.151748,5.898,0.057,-10000
59.3707,-23.1277,151.164,-0.347988,0.746015,-0.567773,4.767,0.048,-10000
60.7816,-17.7592,152.252,-0.608114,-0.178938,-0.77342,4.524,0.066,-10000
56.4634,-7.88272,155.854,0.0198162,-0.745099,-0.66666,4.554,0.033,-10000
56.7753,-14.1767,150.971,0.0582127,-0.829708,-0.555155,4.656,0.039,-10000
44.8205,-15.4415,152.178,0.883488,-0.212024,-0.417727,5.118,0.054,-10000
52.0137,-17.4287,149.391,0.916681,-0.285253,-0.279869,4.998,0.036,-10000
47.786,-28.6948,148.874,0.700132,0.704518,-0.116063,5.475,0.057,-10000
53.4114,-23.0511,148.275,0.706605,0.706806,-0.0336882,5.214,0.036,-10000
61.6305,-27.5294,157.409,-0.150119,0.698659,-0.699528,4.455,0.135,4
65.2104,-15.387,160.168,-0.418962,-0.110446,-0.901262,4.173,1.092,-14
60.2665,-27.948,158.203,-0.107449,0.688248,-0.717474,4.716,0.201,-10000
65.2236,-14.922,161.137,-0.428811,-0.190012,-0.883186,4.071,1.128,-11
57.424,-6.12162,157.016,-0.0109413,-0.811075,-0.58484,4.527,0.039,-10000
57.4778,-12.855,152.732,0.0244043,-0.87326,-0.486642,4.656,0.036,-10000
65.1702,-17.2397,162.427,-0.407594,-0.172629,-0.896697,3.948,1.149,-12
71.9461,-45.4611,149.144,-0.150547,0.622866,-0.767707,5.694,0.06,-64
72.3143,-38.7015,157.894,-0.128172,-0.141043,-0.981671,5.502,0.66,-23
71.3286,-50.2709,153.863,0.440206,0.499205,-0.746333,5.259,0.786,95
73.014,-39.192,156.498,-0.115293,-0.122281,-0.985776,5.136,0.936,-28
73.6237,-39.1221,155.437,-0.12519,-0.146045,-0.981325,5.973,0.675,-31
71.5758,-50.3138,151.475,0.484131,0.552874,-0.678194,5.403,0.231,-51
73.1891,-45.499,145.865,-0.0712177,0.665968,-0.742573,5.298,0.06,-65
64.0549,-42.7407,152.865,0.530131,0.101153,-0.841861,5.118,0.072,-10000
68.5123,-42.247,146.256,0.584669,0.0223305,-0.810964,5.319,0.036,-10000
68.3975,-46.3706,142.876,0.648404,0.727656,-0.223806,5.568,0.048,-10000
73.411,-54.7171,142.64,-0.0139625,0.978728,-0.204687,5.124,0.279,-135
72.9868,-46.8459,141.41,-0.092128,0.990401,-0.103047,5.166,0.039,-10000
72.5259,-49.2371,150.672,0.458281,0.502711,-0.73298,5.1,0.423,-51
73.6981,-44.6274,144.92,-0.154618,0.667108,-0.728739,5.127,0.06,-64
74.2892,-38.9645,154.199,-0.11893,-0.0131094,-0.992816,5.58,0.681,-30
64.1507,-42.2025,152.006,0.531722,0.10024,-0.840966,4.917,0.057,-10000
68.6129,-41.5648,145.405,0.584062,0.0592196,-0.809546,5.085,0.039,-10000
68.6333,-46.2654,141.847,0.624911,0.748565,-0.221668,5.721,0.042,-10000
73.0312,-48.1034,141.421,-0.0618506,0.989511,-0.130546,5.46,0.039,-10000
73.1545,-40.923,146.293,-0.154151,-0.258193,-0.953716,5.316,0.066,-10000
64.1943,-43.4637,151.822,0.549657,0.10095,-0.829268,5.166,0.042,-10000
68.7639,-42.827,145.294,0.592957,0.0582773,-0.803123,5.358,0.042,-10000
71.6489,-50.8923,150.328,0.494578,0.50291,-0.708854,5.562,0.192,-51
74.4963,-40.5665,154.084,-0.143674,-0.0184144,-0.989454,6.192,0.744,-30
54.529,-17.9773,157.564,-0.0190589,0.598017,-0.801257,4.668,0.135,-29
41.9222,-8.24242,153.215,0.90421,-0.408501,-0.124623,5.475,0.135,-83
54.7215,-12.4379,157.466,-0.105215,0.533786,-0.839048,4.5,0.054,-10000
60.1607,-3.12804,163.012,-0.376258,-0.44606,-0.812072,4.476,0.294,-46
39.5568,-0.948817,152.091,0.955199,-0.190824,-0.22623,5.409,0.099,-10000
52.531,-4.75297,154.486,-0.244378,0.443847,-0.862137,4.851,0.036,-10000
49.5546,2.9926,151.035,0.24576,-0.921159,-0.301774,4.719,0.057,-10000
37.8404,0.847629,151.109,0.957009,-0.195023,-0.214708,5.757,0.129,-10000
40.6846,-10.5785,152.823,0.780038,0.580187,-0.23436,5.655,0.084,-10000
46.8578,-5.82353,151.02,0.763359,0.608631,-0.216451,5.127,0.048,-10000
52.2057,-3.49306,153.923,-0.280899,0.443357,-0.851194,4.692,0.027,-10000
48.8555,4.11852,150.842,0.27878,-0.891835,-0.356246,4.833,0.081,-10000
40.1873,-9.25858,152.55,0.775041,0.576735,-0.258239,5.46,0.072,-10000
53.7746,-4.24642,160.176,-0.106607,0.280848,-0.953813,4.644,0.051,-10000
52.1238,-1.38159,153.002,-0.307023,0.437324,-0.845272,4.65,0.03,-10000
53.1787,3.92945,152.196,-0.512425,-0.474826,-0.715514,4.644,0.057,-10000
46.4732,12.7481,154.118,0.283844,-0.784775,-0.550964,5.649,0.147,-93
37.1604,4.22924,150.487,0.938133,-0.230086,-0.258778,5.907,0.201,-93
44.7502,2.34456,148.898,0.960466,-0.24137,-0.138729,5.043,0.099,-93
40.0341,-7.18577,151.803,0.763642,0.564534,-0.313294,5.505,0.069,-10000
46.1284,-2.48713,149.669,0.76059,0.610631,-0.220527,4.974,0.039,-10000
56.267,7.75534,157.511,-0.407348,-0.401402,-0.820331,4.59,0.132,-66
45.6844,11.7127,153.028,0.247717,-0.79785,-0.54961,5.58,0.141,-87
50.6279,-8.99025,158.328,-0.114852,0.449043,-0.886098,4.764,0.057,-10000
50.8723,0.293896,150.954,-0.511491,-0.418359,-0.750568,4.782,0.063,-10000
44.6778,9.43439,152.952,0.245006,-0.795151,-0.554714,5.805,0.138,-87
35.1794,1.90127,148.988,0.918091,-0.288011,-0.272321,5.925,0.132,-10000
42.5897,-0.549219,147.362,0.936043,-0.325113,-0.134627,5.199,0.075,-10000
43.0018,5.70611,152.181,0.252546,-0.776329,-0.577523,5.703,0.336,-82
44.9116,-0.802013,147.982,0.22525,-0.851829,-0.472916,5.094,0.174,-94
25.1058,-20.2187,137.553,0.864047,-0.49983,-0.0599445,5.892,0.138,-10000
32.0361,-36.9515,147.018,0.376035,0.682269,-0.626982,7.575,0.189,-46
24.4663,-32.796,134.655,0.904016,0.370117,0.213933,8.856,1.374,-62
25.5858,-32.3746,134.553,0.876061,0.416657,0.242724,6.798,0.45,-57
35.7994,-29.434,141.886,0.294568,0.760601,-0.578546,6.786,0.069,-10000
37.3615,-24.7067,144.179,0.0100853,-0.0382875,-0.999216,6.276,0.06,-10000
33.3874,-35.1088,146.516,0.410637,0.677162,-0.610597,6.807,0.219,-106
32.7258,-14.209,145.247,0.427501,-0.716806,-0.550846,6.075,0.09,-10000
35.746,-20.2957,141.079,0.328268,-0.806153,-0.492299,6.162,0.063,-10000
25.8182,-18.5801,136.213,0.894117,-0.4453,0.0475732,6.393,0.099,-10000
32.7917,-22.3198,137.154,0.850962,-0.490503,0.187801,6.54,0.045,-10000
26.5026,-31.5335,134.187,0.888137,0.399255,0.227614,7.947,0.477,-69
33.3275,-28.2372,136.451,0.798809,0.489578,0.349597,7.236,0.12,-10000
35.1819,-28.1861,140.417,0.297034,0.758257,-0.58036,6.045,0.075,-10000
36.4948,-23.4258,142.691,0.0623615,-0.0481145,-0.996893,5.661,0.096,-10000
31.5064,-13.2785,143.804,0.476856,-0.684337,-0.551626,5.595,0.06,-10000
34.7694,-19.2156,139.64,0.34023,-0.802042,-0.490889,5.784,0.087,-10000
32.2082,-26.7832,135.165,0.809209,0.475806,0.34466,6.513,0.114,-10000
32.7976,-34.1849,145.032,0.429578,0.652241,-0.624535,6.975,0.213,-103
25.5452,-17.6522,134.407,0.896815,-0.437237,0.0674238,6.624,0.129,-10000
32.4722,-21.3974,135.56,0.837193,-0.500218,0.221111,6.687,0.051,-10000
25.8711,-30.3874,132.995,0.898688,0.39469,0.191258,8.067,1.773,-67
36.0289,-29.0428,140.914,0.297417,0.778063,-0.553317,6.432,0.078,-10000
36.2209,-23.6799,151.199,0.211142,0.0125799,-0.977374,6.075,0.135,-10000
37.3263,-23.9824,143.324,0.0656888,-0.0882318,-0.993932,6.018,0.063,-10000
32.4051,-13.9052,144.339,0.460765,-0.70764,-0.535669,5.682,0.075,-10000
25.5913,-36.8482,138.566,0.903512,0.317762,0.287566,8.952,0.942,-61
35.2706,-40.586,155.614,0.207232,0.549959,-0.809074,7.524,0.585,-38
37.1084,-38.1502,155.262,0.266286,0.553626,-0.789043,7.596,0.525,-50
39.6738,-28.841,150.097,0.16785,-0.208625,-0.963484,6.531,0.093,-10000
29.8374,-23.7793,139.151,0.836254,-0.467452,0.28665,7.05,0.072,-10000
29.994,-37.3212,139.657,0.823241,0.479866,0.303319,8.07,0.231,-77
37.1326,-37.5203,154.417,0.319902,0.515756,-0.794769,6.795,0.501,-51
40.0362,-28.1844,149.419,0.179955,-0.213851,-0.960148,5.703,0.081,-10000
35.8985,-17.5705,148.12,0.440588,-0.826073,-0.351405,5.544,0.081,-10000
39.0155,-24.4336,145.508,0.339258,-0.890852,-0.302137,5.721,0.033,-10000
36.5692,-27.0206,141.418,0.776653,-0.474948,0.413805,6.078,0.03,-10000
36.74,-32.7532,141.894,0.750663,0.536499,0.385583,6.375,0.06,-10000
30.3904,-22.9891,138.3,0.855411,-0.426259,0.294237,6.975,0.066,-10000
36.9295,-37.1125,153.447,0.340092,0.55602,-0.758406,7.08,0.534,-52
39.4735,-32.4337,147.488,0.296073,0.613959,-0.731707,6.201,0.093,-10000
36.4294,-16.6539,147.649,0.419284,-0.827904,-0.372528,6.15,0.045,-10000
39.4664,-23.4998,144.883,0.340375,-0.88441,-0.319318,6.327,0.03,-10000
37.0526,-26.087,140.627,0.771361,-0.468277,0.430951,6.723,0.036,-10000
37.2936,-31.8842,141.134,0.730366,0.555851,0.396982,6.951,0.051,-10000
38.4142,-36.6934,153.611,0.297661,0.562994,-0.770996,7.23,0.492,-51
39.1121,-26.062,156.521,0.327071,-0.11441,-0.938048,6.183,0.189,-10000
31.3308,-22.026,138.152,0.853619,-0.450154,0.262098,6.42,0.069,-10000
40.0599,-37.3436,153.664,0.219282,0.566611,-0.794271,7.473,0.42,-50
51.2513,-42.4154,149.071,0.665501,0.718372,0.202609,5.775,0.108,-69
51.518,-44.2013,162.421,0.753818,-0.147869,-0.640229,5.466,1.512,-149
55.7128,-43.1173,156.584,0.323857,0.417646,-0.848934,5.4,0.291,-160
53.7308,-45.016,151.028,0.59524,0.786898,0.162733,6.048,0.171,-64
52.3119,-45.1159,164.36,0.705809,-0.309054,-0.637432,5.283,0.915,-152
56.1395,-39.3482,166.818,0.391518,-0.159671,-0.906211,4.092,0.576,-21
56.2628,-40.0728,168.046,0.346516,-0.246218,-0.905154,4.383,0.639,-20
50.7937,-45.6833,165.758,0.729646,-0.405242,-0.550814,5.205,0.882,-34
55.2103,-46.0782,160.234,0.410482,0.292503,-0.863682,5.028,0.192,154
57.0986,-42.4394,160.893,0.0146931,-0.263621,-0.964514,4.713,0.081,-23
49.8039,-35.4465,163.241,0.606484,-0.504949,-0.614169,4.854,0.162,-23
53.7705,-40.0714,158.434,0.493888,-0.648983,-0.578702,5.439,0.048,-10000
48.346,-54.6518,153.864,0.694039,0.719013,0.0364613,7.599,0.798,-64
54.5808,-39.4556,167.502,0.449613,-0.241522,-0.859951,4.053,0.522,-19
56.689,-41.4103,160.245,0.0818559,-0.250058,-0.964765,4.746,0.108,-10000
43.331,-40.8599,155.235,0.989195,-0.119128,-0.085453,6.399,0.222,-52
48.3972,-53.481,152.998,0.681036,0.731042,0.0420424,7.455,0.804,-62
54.8098,-38.2599,166.917,0.464647,-0.203669,-0.861755,4.443,0.648,-23
54.5169,-37.7731,157.428,0.512439,-0.605079,-0.609332,5.433,0.069,-10000
49.1967,-52.1008,152.307,0.651296,0.757033,0.0521127,7.413,0.813,-66
50.2618,-32.5919,162.049,0.62327,-0.427768,-0.654636,4.827,0.153,-22
54.8017,-37.7676,165.37,0.451552,-0.0772478,-0.888894,4.359,0.552,-18
49.2322,-50.6683,150.891,0.669971,0.741934,0.0259384,7.176,0.741,-64
55.2433,-38.4682,163.875,0.352194,-0.0612183,-0.933923,4.188,0.441,139
43.4486,-40.7443,150.671,0.995119,0.0315257,-0.0935069,6.555,0.192,-52
48.7522,-51.2274,149.465,0.685678,0.727417,-0.0266519,7.149,0.66,-62
49.3886,-35.8946,157.336,0.689048,-0.338444,-0.640834,5.667,0.147,-142
44.435,-43.0792,148.655,0.993531,0.0849926,-0.0753171,6.96,0.195,-51
59.064,-43.8651,160.88,0.163401,0.162898,-0.973018,4.566,0.345,-28
50.2266,-53.4584,146.726,0.756088,0.647122,-0.097799,7.29,0.627,-71
56.6535,-49.7833,156.942,0.616537,0.114551,-0.778948,5.667,2.727,147
57.4684,-49.239,156.511,0.485713,0.34208,-0.804403,5.361,1.521,149
59.242,-43.2471,159.442,0.110947,0.240323,-0.964332,4.761,0.267,-34
45.4659,-43.9622,145.827,0.981425,0.170774,-0.0874168,6.993,0.39,-63
51.1972,-52.5259,147.111,0.695356,0.639831,-0.327254,7.134,0.546,-69
50.4719,-52.2071,145.854,0.465445,0.792379,-0.39433,7.197,0.549,-72
51.5075,-38.8397,147.283,0.0826412,-0.0401834,-0.995769,6.012,0.117,-10000
49.4018,-52.4646,143.21,0.216881,0.927994,-0.302967,7.185,0.447,-70
47.8327,-38.8781,154.056,0.258273,0.0329752,-0.965509,6.117,0.273,-155
36.9389,-38.4063,136.879,0.981901,-0.0354603,0.186044,7.839,0.147,-93
35.0831,-36.9884,135.76,0.958507,-0.121126,0.258058,7.563,0.294,-88
48.8585,-52.3602,140.285,-0.111086,0.986959,-0.116498,7.89,0.543,-87
46.2794,-45.2632,139.056,-0.0919452,0.95653,0.27676,7.302,0.24,-75
45.1898,-50.1328,152.378,0.0982728,0.563851,-0.820009,8.37,1.773,-135
39.8293,-40.9186,153.325,0.562739,0.00132208,-0.826634,6.939,0.291,-55
43.7137,-41.3782,146.413,0.410232,-0.116304,-0.904535,6.552,0.138,-55
34.6103,-39.3009,134.067,0.877455,-0.210035,0.431228,8.058,0.543,-81
44.8165,-52.4834,152.292,-0.0327116,0.593442,-0.804212,8.652,1.56,-133
40.5863,-40.1054,142.095,0.707303,-0.695449,-0.126782,6.849,0.054,-10000
33.9382,-40.6582,133.539,0.830438,-0.259457,0.493005,7.986,0.456,-80
43.5576,-55.5287,134.01,0.0860264,0.850737,0.518504,9.258,0.99,-65
43.2357,-49.3321,138.161,0.0317862,0.804771,0.592734,7.749,0.144,-81
45.3706,-52.3345,151.096,-0.117171,0.616906,-0.778266,7.878,0.897,-59
44.5498,-47.2719,144.961,-0.0880612,0.648882,-0.755776,6.963,0.126,-129
37.1026,-41.5799,152.147,0.627355,-0.09726,-0.772636,7.218,0.273,-52
41.6172,-42.5513,145.654,0.502483,-0.145814,-0.852203,6.774,0.075,-46
40.3996,-39.393,141.382,0.698586,-0.704719,-0.123889,6.975,0.06,-10000
34.1407,-39.6002,132.465,0.799334,-0.283578,0.529763,8.532,0.426,-77
40.2159,-41.9383,137.08,0.720445,-0.3013,0.624642,7.413,0.09,-77
43.1529,-54.5115,132.821,0.111749,0.830017,0.546428,9.516,1.059,-62
45.9808,-50.1118,150.679,-0.0843854,0.612451,-0.785991,8.148,0.765,-63
45.4392,-45.0854,144.483,-0.0510488,0.644296,-0.76307,7.011,0.153,-131
38.1898,-39.7476,151.687,0.629762,-0.0690121,-0.773717,6.849,0.252,-51
41.4703,-37.2363,140.869,0.700807,-0.702536,-0.123748,6.705,0.057,-10000
35.273,-37.5315,131.883,0.817699,-0.254805,0.51618,8.457,0.459,-81
45.8664,-43.6344,143.572,0.0055141,0.628961,-0.777418,6.858,0.108,-136
42.1182,-35.95,140.128,0.709841,-0.68355,-0.169958,6.93,0.051,-10000
35.6734,-36.3276,131.183,0.825244,-0.257466,0.502676,8.532,0.372,-84
44.4369,-51.037,131.525,0.164666,0.841943,0.513826,9.405,1.059,-69
39.0342,-38.3245,149.783,0.610284,-0.0552454,-0.790254,6.72,0.249,-52
36.59,-30.2716,140.911,0.745786,-0.62973,-0.217353,6.729,0.123,-10000
42.1018,-38.027,134.73,0.743262,-0.29427,0.600805,7.545,0.108,-77
46.3123,-48.2105,147.854,0.029144,0.626583,-0.77881,7.767,0.705,-139
46.53,-43.0069,141.788,0.025282,0.674533,-0.737812,6.774,0.093,-131
39.1314,-37.764,148.838,0.673185,-0.0636404,-0.73673,6.924,0.252,-57
37.3127,-29.622,140.37,0.730994,-0.650969,-0.204666,6.999,0.075,-10000
42.981,-35.0185,138.74,0.686338,-0.698388,-0.202964,6.927,0.045,-10000
36.5673,-34.5801,129.896,0.799914,-0.354531,0.484195,8.499,0.345,-82
44.6162,-50.1583,130.044,0.207621,0.835277,0.509122,9.222,1.059,-66
44.0921,-38.1827,142.287,0.539183,-0.0979428,-0.836474,6.453,0.06,-10000
42.7433,-37.0742,133.89,0.739595,-0.309469,0.597685,7.479,0.099,-10000
45.9549,-47.2027,147.696,0.0978142,0.613371,-0.783714,8.13,0.708,-141
44.548,-49.2403,129.637,0.266774,0.808843,0.524028,9.405,1.008,-69
46.1698,-42.8487,134.115,0.139116,0.790504,0.596448,7.659,0.138,-118
43.0985,-36.7745,133.489,0.729856,-0.3231,0.602426,7.428,0.099,-82
46.8988,-42.2929,141.126,0.0719224,0.678695,-0.73089,6.894,0.087,-131
43.5201,-34.3313,138.125,0.695593,-0.688881,-0.203944,6.747,0.051,-10000
45.5979,-46.2175,146.59,0.186863,0.617172,-0.764317,7.758,0.597,-65
38.0449,-32.2621,128.437,0.784001,-0.348901,0.513429,8.586,0.318,-83
45.9244,-48.5898,129.829,0.190535,0.874308,0.446411,9.243,1.104,-68
42.8301,-43.4387,144.634,0.390137,0.629872,-0.671606,7.767,0.54,-69
38.7547,-31.7239,146.116,0.733501,-0.136341,-0.665874,6.768,0.171,-117
38.5789,-28.6334,127.025,0.726049,-0.396732,0.561655,8.541,0.246,-81
48.1667,-46.9344,131.935,-0.0583474,0.981309,0.183378,8.907,0.453,-68
43.1839,-26.8573,135.376,0.519243,-0.84762,-0.109216,6.912,0.048,-10000
40.3595,-26.8436,132.4,0.470017,-0.876108,-0.107327,6.558,0.069,-10000
40.3321,-29.0785,127.754,0.468384,-0.529589,0.707214,7.716,0.204,-10000
48.805,-43.2752,128.415,-0.552156,0.817836,0.162074,8.358,0.267,-115
34.7175,-20.4004,130.592,0.458717,-0.880981,-0.115979,6.795,0.126,-10000
42.3301,-37.1724,126.343,-0.575842,0.666656,0.473262,10.545,0.921,-65
27.841,-36.8113,133.765,0.946821,0.161577,-0.27825,10.503,5.637,-73
35.2658,-35.172,131.328,0.910265,0.248425,-0.331215,8.418,0.258,-81
37.4876,-24.7668,119.298,0.315378,-0.633365,0.706672,9.366,0.861,-69
39.3798,-29.9343,125.057,0.158276,-0.659892,0.734501,9.156,0.255,-77
47.665,-41.7607,122.459,-0.724788,0.556032,0.40683,9.744,1.812,-73
37.2133,-19.7013,129.617,0.353162,-0.930796,-0.0943134,6.84,0.108,-53
48.6889,-40.8413,121.159,-0.712664,0.555516,0.428384,10.332,1.209,-76
29.588,-35.4834,130.446,0.935148,0.296043,-0.194569,11.457,2.598,-75
48.3805,-39.7862,120.208,-0.612088,0.667187,0.42451,10.485,1.617,-71
31.7046,-24.3978,134.511,0.785281,-0.359216,-0.504278,7.212,0.168,-50
39.9298,-23.7769,127.07,0.292702,-0.944418,-0.149664,7.224,0.15,-57
29.9997,-34.1208,130.035,0.874721,0.394559,-0.281402,10.083,1.626,-79
38.2286,-18.329,116.215,0.377018,-0.639628,0.669876,9.129,1.071,-58
47.8056,-37.3278,119.61,-0.539517,0.757847,0.366865,9.756,2.787,-74
43.7658,-31.3208,122.965,-0.471135,0.744905,0.472385,10.41,0.681,-92
30.6837,-33.2258,129.628,0.863646,0.431321,-0.260918,9.951,1.548,-77
38.2389,-24.9044,129.336,0.702817,-0.333433,-0.628387,7.203,0.102,-10000
40.8321,-23.0719,121.555,0.228871,-0.693013,0.683631,9.321,0.387,-10000
37.3596,-29.5432,126.985,0.825063,0.484754,-0.290318,8.727,0.192,-10000
32.2922,-21.9511,133.658,0.775082,-0.346466,-0.528403,6.81,0.135,-10000
38.1204,-24.5529,128.81,0.70415,-0.340859,-0.622886,7.197,0.108,-57
37.6051,-13.6991,127.113,0.394069,-0.907609,-0.144761,6.564,0.12,-10000
38.9777,-23.7689,129.318,0.699557,-0.345381,-0.625565,7.179,0.093,-10000
38.3763,-12.9559,127.375,0.417286,-0.900295,-0.123856,6.63,0.126,-10000
41.3377,-22.6045,121.421,0.227194,-0.670336,0.706423,9.3,0.363,-71
40.7225,-21.981,126.722,0.311959,-0.9388,-0.146067,7.128,0.18,-51
37.7028,-15.8204,128.29,0.422268,-0.899483,-0.11234,6.258,0.102,-142
30.2876,-35.1404,131.857,0.864535,0.380842,-0.32793,9.852,1.431,-81
37.0974,-31.8849,129.219,0.838171,0.433129,-0.331464,8.85,0.15,-10000
37.8788,-27.3861,130.973,0.711572,-0.327147,-0.621804,7.077,0.105,-52
36.0861,-21.4172,117.323,0.410857,-0.575581,0.707038,8.1,0.9,-55
45.3869,-40.3729,122.991,-0.541755,0.814522,0.207498,10.248,2.736,-78
41.5783,-33.8095,125.325,-0.412296,0.82939,0.376993,10.44,1.296,-86
26.3406,-32.7905,132.385,0.918272,0.27405,-0.285784,8.727,1.176,-73
35.042,-20.2552,117.643,0.370949,-0.603456,0.705859,8.235,0.798,-51
39.5105,-33.0288,125.724,-0.312515,0.873928,0.37227,10.521,1.017,-82
35.0199,-17.7992,118.179,0.350852,-0.639414,0.684144,7.296,0.561,-53
41.8576,-37.9069,123.639,-0.467996,0.866651,0.172902,10.077,1.998,-89
39.0184,-30.9328,125.915,-0.245269,0.884023,0.397929,9.768,0.576,-82
35.7014,-20.7769,132.705,0.583405,-0.429696,-0.689202,6.843,0.126,-52
38.9768,-27.9523,125.951,-0.132695,0.88101,0.454106,9.795,0.561,-87
26.8078,-25.9066,133.829,0.8939,0.280777,-0.349439,7.551,0.384,-64
30.5162,-15.3294,138.398,0.709487,-0.379515,-0.593798,6.123,0.141,-10000
35.5464,-18.5024,133.135,0.550475,-0.415101,-0.72434,6.324,0.135,-52
37.1844,-17.6754,124.442,0.237126,-0.595625,0.767465,6.96,0.18,-53
